job_title,skill_required,location,link
Environmental responsibility,"Adoption of recycling, carbon footprint reduction, and green culture practices",Any location where company operates,Sofrecom-page39.pdf
Gender equality and work-life balance,Ability to support gender balance and work-life equilibrium in the workplace,Where the company operates,Sofrecom-page39.pdf
Partnerships in local ecosystem,"Networking, collaboration, diversity",Local ecosystem,Sofrecom-page39.pdf
Software Development Intern,"Angular, Symfony, Git/Gitlab, CI/CD, JavaScript",France,Sofrecom-page4.pdf
La conception mise en place d'un réseau privé 5G,"K8s,5G,DevOps,CI/CD,Python,Go",,Sofrecom-page40.pdf
Deployment and Configuration Solution Engineer,"VoIP Cloud, CI/CD, Automation, MySql, DevOps, Terraform, Gitlab, Ansible, Prometheus/Grafana, Log Analysis",France,Sofrecom-page42.pdf
Développeur(se) d'application,"Linux, Ansible, GitLabCI, PlantUML, Node.js, Docker/Kubernetes, TOWER/AWX",,Sofrecom-page43.pdf
Platform Deployment Intern,"Virtualisation,Linux,Network,Kubernetes,Grafana,prometheus",France,Sofrecom-page44.pdf
Data Analyst Internship,"PowerBI, DAX, Python, BPMN, Cloud Native App, SaaS, Artificial Intelligence, Web Application, GitHub/Gitlab",France,Sofrecom-page45.pdf
ArchiMaster,"Gestion des connaissances pour le succès des projets IT, mise en place d'une solution innovante 'ArchiMaster', traitement de toute partie utile à l'incrément de chaque Sprint, création du plan Sprint, sprint Backlog, Adapter plan journalier rapport à l'objectif Sprint",CDD - 26 mois,Sofrecom-page46.pdf
Analyste en segmentation de données de facturation d'opérateur mobile,"Python, GIT, Pandas, Jupyter Notebooks, Power BI, AutoML, Docker",,Sofrecom-page47.pdf
La prévision congestion réseau Blockchain,"Blockchain, Machine Learning, Time series forecasting, Python, Flask, Javascript, ReactJS, Git",,Sofrecom-page48.pdf
L'extraction pré-traitement données,"Python, Machine Learning, Flask, Javascript, Git",,Sofrecom-page48.pdf
Créer modèle prédit meilleurs moments’envoi transactions. Déployer modèle créer Dashboard,"Python, Machine Learning, Flask, Javascript, Git",,Sofrecom-page48.pdf
Ingénieur FullStack,Maîtrise des compétences FullStack,Tunisie,Sofrecom-page49.pdf
Ingénieure DevOps,Compétences DevOps,Tunisie,Sofrecom-page49.pdf
Blockchain Developer Internship,"Blockchain, NFT, Mobile Development",,Sofrecom-page5.pdf
"Ledéveloppement’solutiongénérationd’speechaudiopartirtracesvocales,sécurisésNFTs","IA, Blockchain, NFT",AI,Sofrecom-page50.pdf
DéveloppermodèleIApermetconvertirtracevocaleuntexteversaudio(speech).Développer“smartcontracts”permettantgarantirl'authenticitélesdroitspropriétévoixNFTs.,"IA, Blockchain, NFT",AI,Sofrecom-page50.pdf
Gamification and Marketplace Creation Intern,"NFT, Blockchain, Solidity, Video Game Development (Unity3D, C#), 3D Modeling, Unity Team, Gitlab","Sofrecom, France",Sofrecom-page51.pdf
Data Analysis and Optimization Internship,"Linux, C/C++, Python, Machine Learning",France,Sofrecom-page53.pdf
Développeur IA,"Machine Learning, Raspberry Pi, Python, Tensorflow, Grafana, Flask",Office,Sofrecom-page55.pdf
Blockchain Developer Intern,"Blockchain, NFT, Mobile Development",France,Sofrecom-page56.pdf
Développeur de plateforme d'éducation virtuelle,Concevoir plateforme virtuelle 3D,,Sofrecom-page57.pdf
Développeur Smart Contrats,"Blockchain, Solidity, Unity",,Sofrecom-page57.pdf
Self-Sovereign Identity Application Developer,"Blockchain, Solidity, NodeJS",,Sofrecom-page58.pdf
Smart Contract Application Developer,"Blockchain, Solidity, NodeJS",,Sofrecom-page58.pdf
PFE Innovative Project,Engineering student in last year of studies,Tunisia,Sofrecom-page59.pdf
Blockchain Solution Developer,"Blockchain, IoT, Mobile Development",France,Sofrecom-page6.pdf
"Etude, conception et mise en place d’un mécanisme de contrôle qualité","Robotframework, Selenium, Postman, GitlabCi, Linux, PHP, Python, SQL",France,Sofrecom-page60.pdf
La conception et développement d’une nouvelle plateforme web,"JAVA, Spring, Angular, Services web(Restful), Cloud(PaaS), DevOps",France,Sofrecom-page62.pdf
Conception et développement d'une solution matrice compétences,"MicroService, Angular, SpringBoot, Googlecloud",,Sofrecom-page64.pdf
La conception développement d'une application supervision batchs,"Permettre administrateurs supervision états différents batchs, Gérer différents tables base de données, Étudier faisabilité migration vers ordonnance européenne source, Développer application web",,Sofrecom-page8.pdf
TECHNOLOGIES,"Spring Boot, Angular",,Sofrecom-page8.pdf
PFE2023,"Cloud, Terraform, Ansible, k8s, Rancher, Openshift",,Softifi-page1.pdf
DevOps-2023-001,"Jenkins, Bitbucket, Github, Gitlab",,Softifi-page1.pdf
Pipeline DevSecOps,"SonaQube, Nessus",,Softifi-page1.pdf
"Zabbix, Prometheus, Grafana","k8s, Docker, Zabbix, Ansible, Terraform, Jenkins, Bitbucket",,Softifi-page1.pdf
Odoo development engineer,Knowledge of Python and Odoo,"Softifi, France",Softifi-page11.pdf
Digital marketing specialist,Expertise in digital marketing,"Softifi, France",Softifi-page11.pdf
Odoo ERP service engineer,Experience in implementing and customizing Odoo,"Softifi, France",Softifi-page11.pdf
E-commerce specialist,Extensive knowledge of e-commerce,"Softifi, France",Softifi-page11.pdf
Technical project manager,Experience in project management,"Softifi, France",Softifi-page11.pdf
Sous-traitance,Experience in outsourcing,"Softifi, France",Softifi-page11.pdf
Odoo Software Engineer,Technical expertise,"Tunisia, abroad",Softifi-page2.pdf
"Conception, développement d'un LMS sous ERP Odoo","Odoo, Python, xml, js, Git","Softifi, Remote",Softifi-page8.pdf
mobile Android 10S Module developer,"document extraction from identity documents (identity card, passport, residence permit), mobile client reconnaissance ","d'ACECILELICE1-EKYC2-AML3, France",SPARK-IT-page10.pdf
mobile backend developer,"research and development, test development, migration of mobile layers to a multi-platform framework","Sfax, Tunisia",SPARK-IT-page10.pdf
Test Automation,"Création plans test, Automatisation tests différents modules de l'ERP Stark, Test API, Intégration tests l'usine logicielle DEVOPS",France,SPARK-IT-page12.pdf
API Tester,"Test API, Intégration tests, DEVOPS",France,SPARK-IT-page12.pdf
Test Automation,"Mots clés Java, Selenium/Testng, Allure, DEVOPS",France,SPARK-IT-page12.pdf
QTSTE,Recherche choix outils traçabilité Intégration l'outil chaine CI/CD DVOpSx Centralisation données dashboards Mots clés OpenTelemetry/Opentracing/Jeager/Java/.Net,-,SPARK-IT-page14.pdf
Mise en place d'une solution de gestion traçabilité une architecture micro-services,Backup migration des,-,SPARK-IT-page14.pdf
ressources Kubernetes et Kubernetes volumes persistants des volumes persistants,-,O2,SPARK-IT-page14.pdf
Provisionnement exploration des services AWS,-,O3,SPARK-IT-page14.pdf
Provisionnement exploration des services Azure,*Recherche choix outils backaping Migration bases données service avec kubernetes Sauvegarde clusters restitution cas de perte Mots clés docker/k8s/velero/kasten,O4,SPARK-IT-page14.pdf
Provisionnement exploration O3 services AWS,"[""Exploration l'architecture Cloud services AWS"", 'Mise en place pipelines CI/CD projet PHP, activation fonctionnalités monitoring, traçabilité, alertes', 'Exploration données surveillance', 'Création visualisations tableaux de bord', 'Collecte données partir ressources surveillées']",,SPARK-IT-page15.pdf
Exploration données surveillance - Création visualisations tableaux de bord,"['Exploration des services Azure', 'Mise en place pipelines CI/CD projet PHP, activation des fonctionnalités monitoring, traçabilité, alertes', 'Exploration données surveillance', 'Création visualisations tableaux de bord', 'Collecte données partir ressources surveillées']",Sfax,SPARK-IT-page15.pdf
Communication digitale sur O2 Stark Solutions Design RUE,Création visuels statiques dynamiques,,SPARK-IT-page16.pdf
Communication digitale sur Stark Solutions,Création vidéos 2D réelles,,SPARK-IT-page16.pdf
Design graphique/Communication digitale,UI-UX Conception interfaces utilisateur application Mobile plateforme RH,Sfax,SPARK-IT-page16.pdf
Référencement naturel du site-web,Marketing digital/Référencement naturel/SEO,QTSTES,SPARK-IT-page18.pdf
Social media management,Marketing digital/Social media management/Web analytics,Stark Solutions,SPARK-IT-page18.pdf
Développement notoriété’image marque de l'entreprise faisant animer réseaux sociaux,Marketing digital/Social media management/Web analytics,Stark Solutions,SPARK-IT-page18.pdf
Élaboration d'une stratégie commerciale l'ERP Stark,Stratégie commerciale / Plan d'actions ERP / Cloud / Prospection,"Sfax-Tunis, 14, 6 mois",SPARK-IT-page2.pdf
Functional Specification Proposal,"ERP functional needs analysis, Functional module analysis, Production operation scheduling",,SPARK-IT-page20.pdf
ERP Functional Needs Analysis,"ERP functional needs analysis, Industrial enterprise needs analysis",,SPARK-IT-page20.pdf
Production Module Functional Analysis,"ERP functional needs analysis, Production module functional analysis",,SPARK-IT-page20.pdf
Functional Specification Proposal for the Restocking Module,"Functional needs analysis, Restocking module functional analysis, CBN restocking module development",,SPARK-IT-page20.pdf
Functional Specification Proposal for the Scheduling Module,"Production operation scheduling, ERP Stark scheduling module development, Functional needs analysis",,SPARK-IT-page20.pdf
Roadmap Planning,"User stories drafting, Agile/Scrum methodology, Production management, Functional specs/functional analysis",,SPARK-IT-page20.pdf
Conception spécification fonctionnelle module réapprovisionnement 02 articles achetés fabriqués (Réappro Hors MRP et Réappro CBN),"Étude besoins fonctionnels, réapprovisionnement automatique, achats, ordres fabrication selon les méthodes Hors MRP, CBN",,SPARK-IT-page21.pdf
Conception proposition d'une spécification fonctionnelle pour la fonctionnalité de réapprovisionnement automatique dans l'ERP Stark,"Planification RoadMap, spécifications et rédaction US, préparation maquettes, conception des diagrammes, transition états",,SPARK-IT-page21.pdf
Rédaction Specs/Analyse fonctionnelle/Gestion production Gestion approvisionnements/CBN/Kanban/RoadMap/Scrum,"Connaissance en rédaction Specs, Analyse Fonctionnelle, Gestion production, Gestion approvisionnements, CBN, Kanban, RoadMap, Scrum",Sfax,SPARK-IT-page21.pdf
Misejourprojetmicro-froxRefontesolutionfrontERParchitecturemicro-front,Développementinterfacesselonnouvellearchitectureajoutnouvellesfonctionnalités,_.Net/Angular/Architecturemicro-service,SPARK-IT-page6.pdf
TESTEDéveloppementmisejourdusystèmenotifications,Misejoursystèmenotificationexistant.Miseplacesystèmecachingdistribué.Développementfonctionnalitésspécifiquesl'ERP,.Net/Angular/Architecturemicro-services,SPARK-IT-page6.pdf
Stark general accounting,"IFRS, micro-services architecture",ITSCELIUTE,SPARK-IT-page7.pdf
Production module,"Integration, access authorization parameters, general accounting modules",,SPARK-IT-page7.pdf
IFRS test implementation,"Unit testing, integration testing, Java/SpringBoot/Angular",,SPARK-IT-page7.pdf
E2E Web Automation Frameworks Study,"Cypress, Cucumber, Docker",MyBiat Retail & Corporate projects,Value-page10.pdf
Automation Engineers,"QA, Cypress, Cucumber, Docker, Jenkins","Retail & Corporate projects, web & mobile, Docker environment and pipelines for automated tests execution with report generation",Value-page10.pdf
Développeur FullStack,"['Angular', 'Spring_Boot']",VALUE,Value-page11.pdf
Data Engineer,['Spring_Boot'],VALUE,Value-page11.pdf
Buisness Analyst,[],VALUE,Value-page11.pdf
UX/UI Designer,[],VALUE,Value-page11.pdf
Développeur Backend,"Spring Boot, Kotlin",,Value-page12.pdf
DevOps Engineer,"familiarisation outils, maintenance, rédaction documentation technique, miseplace'solution backup, miseplace'solution gestion secrets",VALUE,Value-page13.pdf
Flutter Mobile Developers,Flutter,Mobile,Value-page14.pdf
Full Stack JS/1 UX UI Designer,"Python, DL, ML, ETL, React, NodeJS",VALUE,Value-page16.pdf
Développeur Full Stack JS/1 UX UI Designer,"Python, DL, ML, ETL, React, NodeJS",21,Value-page16.pdf
Data Engineer,ETL,VALUE,Value-page17.pdf
Buisness Analyst,Data,construction’entrepôtdonnéesoutilsrestitutiondedonnées’partenairessecteurfinancier,Value-page18.pdf
QA,Data,construction’entrepôtdonnéesoutilsrestitutiondedonnées’partenairessecteurfinancier,Value-page18.pdf
Data Scientist Engineer,"Machine Learning, Financial, Deep Learning",11 opportunities,Value-page2.pdf
Data Scientist Engineer,Python,,Value-page20.pdf
agent intelligent chatbot/callbot,NLP Rasa X Rasa,,Value-page20.pdf
Développeur outil monitoring risques,"Python, Dash, Plotly",VALUE,Value-page21.pdf
Data Scientist,Machine Learning,11,Value-page21.pdf
Engineer,Python,VALUE,Value-page21.pdf
Data Scientist,"Deep Learning, Name Entity Recognition, Topic Modeling",Undefined,Value-page22.pdf
Engineer,"Deep Learning, Name Entity Recognition, Topic Modeling",Undefined,Value-page22.pdf
Consultant.e Junior En Stratégie,"Evaluation bilan carbone d'une entreprise, méthodologie, questionnaire(questions clés)",VALUE,Value-page24.pdf
client service representative,"listening and understanding customer needs, proactive, team management, benevolent",CI,Value-page26.pdf
innovation specialist,"curiosity, creativity, adaptability",CI,Value-page26.pdf
ethical consultant,"loyalty, independence, objectivity, project management",CI,Value-page26.pdf
professionalism coach,"perseverance, humility, willingness to learn, excellence",CI,Value-page26.pdf
Digital Strategy Consultant,"Digital strategy, Modern approach, Best standards",,Value-page4.pdf
Managers,V!!,,Value-page5.pdf
Career path and pre-professionalization,Agile project management,Not applicable,Value-page6.pdf
Internship,Fundamental knowledge and project realization,Not applicable,Value-page6.pdf
Plateforme d'administration,"tests automatisés permettant de programmer, consulter des rapports d'exécutions de tests, Epic Etude, frameworks d'automatisations web E2E, développement et exécution de tests automatisés, campagnes de régression, projets MyBiat Retail&Corporate, web&mobile, mise en place d’environnement Docker, pipelines pour l'exécution de tests automatisés, génération de rapports de tests",PFE-01,Value-page7.pdf
Scrum Squad Performance Dashboard,permettant de calculer la vélocité de l'équipe et de suivre l’évolution de chaque membre,PFE-02,Value-page7.pdf
Développement de cas de workflow,"pour plateforme Backbase, gestion de plusieurs clusters Kubernetes, familiarisation avec les outils, maintenance, rédaction documentation technique, mise en place d'une solution de backup, mise en place d’une solution de gestion de secrets",PFE-03,Value-page7.pdf
Conception et développement d'une solution innovante,"en navigation d'éléments d'informations culturelles mobile, mise en place d’une application conception de bases de données, génération d’un dictionnaire de données détaillées",PFE-04,Value-page7.pdf
